Ugyfel_kod;Ugyfel_szegmens;Ugyfel_nev;Ugyfel_lakhely;Ugyfel_jovedelem;Ugyfel_netto_arbe;Ugyfel_minosites;Hitel_Szamlaszam;Hitel_devizanem_kod;Hitel_ind_datum;Hitel_lej_datum;hitel_egyenleg_osszeg;hitel_torlesztes_osszeg;hitel_thm;hitel_szerzodes_osszeg;fedezet_kod;fedezet_tipus;fedezet_osszeg;fedezet_devizanem;fedezet_ind_datum;fedezet_leja_datum
1332;L;Szabo;Megyeszekhely;1000000;;5;12345678-12345678-00002982;EUR;2016. 07. 29.;2036. 07. 01.;9241950;70831,3;0,06;10000000;3156;ALL_GAR;1000000;EUR;2016. 07. 29.;2036. 07. 01.
1332;L;Szabo;Megyeszekhely;1000000;;5;12345678-12345678-00002982;EUR;2016. 07. 29.;2036. 07. 01.;9241950;70831,3;0,06;10000000;3157;KEZESSEG;4670000;HUF;2016. 07. 29.;
1332;L;Szabo;Megyeszekhely;1000000;;5;12345678-12345678-00002982;EUR;2016. 07. 29.;2036. 07. 01.;9241950;70831,3;0,06;10000000;3158;KEZESSEG;3520000;HUF;2016. 07. 29.;
1332;L;Szabo;Megyeszekhely;1000000;;5;12345678-12345678-00002982;EUR;2016. 07. 29.;2036. 07. 01.;9241950;70831,3;0,06;10000000;3159;BANK_GAR;4210000;HUF;2016. 07. 29.;
1332;L;Szabo;Megyeszekhely;1000000;;5;12345678-12345678-00002982;EUR;2016. 07. 29.;2036. 07. 01.;9241950;70831,3;0,06;10000000;3160;LETET;5760000;HUF;2016. 07. 29.;2020. 05. 07.
1970;V;Kovacs1970 Kft;Budapest;;12000000;2;12345678-12345678-00002985;HUF;2018. 02. 16.;2038. 02. 01.;8744560;63748,2;0,06;9000000;3161;INGATLAN;10800000;HUF;2018. 02. 16.;
1970;V;Kovacs1970 Kft;Budapest;;12000000;2;12345678-12345678-00002985;HUF;2018. 02. 16.;2038. 02. 01.;8744560;63748,2;0,06;9000000;3162;ALL_GAR;900000;HUF;2018. 02. 16.;2038. 02. 01.
1970;V;Kovacs1970 Kft;Budapest;;12000000;2;12345678-12345678-00002985;HUF;2018. 02. 16.;2038. 02. 01.;8744560;63748,2;0,06;9000000;3163;KEZESSEG;7500000;HUF;2018. 02. 16.;
1970;V;Kovacs1970 Kft;Budapest;;12000000;2;12345678-12345678-00002985;HUF;2018. 02. 16.;2038. 02. 01.;8744560;63748,2;0,06;9000000;3164;BANK_GAR;50000;HUF;2018. 02. 16.;
1970;V;Kovacs1970 Kft;Budapest;;12000000;2;12345678-12345678-00002985;HUF;2018. 02. 16.;2038. 02. 01.;8744560;63748,2;0,06;9000000;3165;KEZESSEG;180000;HUF;2018. 02. 16.;
7507;L;Kovacs;Budapest;1100000;;5;12345678-12345678-00002988;HUF;2018. 11. 28.;2038. 11. 01.;4957310;35415,7;0,06;5000000;3166;INGATLAN;6000000;HUF;2018. 11. 28.;
7507;L;Kovacs;Budapest;1100000;;5;12345678-12345678-00002988;HUF;2018. 11. 28.;2038. 11. 01.;4957310;35415,7;0,06;5000000;3167;ALL_GAR;500000;HUF;2018. 11. 28.;2038. 11. 01.
7507;L;Kovacs;Budapest;1100000;;5;12345678-12345678-00002988;HUF;2018. 11. 28.;2038. 11. 01.;4957310;35415,7;0,06;5000000;3168;BANK_GAR;220000;HUF;2018. 11. 28.;
7507;L;Kovacs;Budapest;1100000;;5;12345678-12345678-00002988;HUF;2018. 11. 28.;2038. 11. 01.;4957310;35415,7;0,06;5000000;3169;KEZESSEG;4040000;HUF;2018. 11. 28.;
7507;L;Kovacs;Budapest;1100000;;5;12345678-12345678-00002988;HUF;2018. 11. 28.;2038. 11. 01.;4957310;35415,7;0,06;5000000;3170;KEZESSEG;4610000;HUF;2018. 11. 28.;
4635;L;Kiss;Megyeszekhely;1000000;;4;12345678-12345678-00002991;HUF;2017. 12. 06.;2037. 12. 01.;10615600;77750,6;0,06;11000000;3171;INGATLAN;13200000;HUF;2017. 12. 06.;
4635;L;Kiss;Megyeszekhely;1000000;;4;12345678-12345678-00002991;HUF;2017. 12. 06.;2037. 12. 01.;10615600;77750,6;0,06;11000000;3172;ALL_GAR;1100000;HUF;2017. 12. 06.;2037. 12. 01.
4635;L;Kiss;Megyeszekhely;1000000;;4;12345678-12345678-00002991;HUF;2017. 12. 06.;2037. 12. 01.;10615600;77750,6;0,06;11000000;3173;LETET;4550000;HUF;2017. 12. 06.;2020. 01. 04.
4635;L;Kiss;Megyeszekhely;1000000;;4;12345678-12345678-00002991;HUF;2017. 12. 06.;2037. 12. 01.;10615600;77750,6;0,06;11000000;3174;KEZESSEG;4820000;HUF;2017. 12. 06.;
4635;L;Kiss;Megyeszekhely;1000000;;4;12345678-12345678-00002991;HUF;2017. 12. 06.;2037. 12. 01.;10615600;77750,6;0,06;11000000;3175;BANK_GAR;8600000;HUF;2017. 12. 06.;
4635;L;Kiss;Megyeszekhely;1000000;;4;12345678-12345678-00002991;HUF;2017. 12. 06.;2037. 12. 01.;10615600;77750,6;0,06;11000000;3176;BANK_GAR;1130000;HUF;2017. 12. 06.;
9750;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003000;HUF;2018. 05. 18.;2038. 05. 01.;6848320;49581,9;0,06;7000000;3177;INGATLAN;8400000;HUF;2018. 05. 18.;
9750;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003000;HUF;2018. 05. 18.;2038. 05. 01.;6848320;49581,9;0,06;7000000;3178;ALL_GAR;700000;HUF;2018. 05. 18.;2038. 05. 01.
9750;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003000;HUF;2018. 05. 18.;2038. 05. 01.;6848320;49581,9;0,06;7000000;3179;KEZESSEG;4250000;HUF;2018. 05. 18.;
9750;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003000;HUF;2018. 05. 18.;2038. 05. 01.;6848320;49581,9;0,06;7000000;3180;LETET;840000;HUF;2018. 05. 18.;2020. 09. 16.
9800;V;Szabo9800 Kft;Budapest;;10000000;4;12345678-12345678-00003003;HUF;2019. 02. 10.;2039. 02. 01.;13941000;98955,3;0,06;14000000;3181;INGATLAN;16800000;HUF;2019. 02. 10.;
9800;V;Szabo9800 Kft;Budapest;;10000000;4;12345678-12345678-00003003;HUF;2019. 02. 10.;2039. 02. 01.;13941000;98955,3;0,06;14000000;3182;ALL_GAR;1400000;HUF;2019. 02. 10.;2039. 02. 01.
9800;V;Szabo9800 Kft;Budapest;;10000000;4;12345678-12345678-00003003;HUF;2019. 02. 10.;2039. 02. 01.;13941000;98955,3;0,06;14000000;3183;BANK_GAR;90000;HUF;2019. 02. 10.;
9800;V;Szabo9800 Kft;Budapest;;10000000;4;12345678-12345678-00003003;HUF;2019. 02. 10.;2039. 02. 01.;13941000;98955,3;0,06;14000000;3184;LETET;1820000;HUF;2019. 02. 10.;2021. 08. 21.
9800;V;Szabo9800 Kft;Budapest;;10000000;4;12345678-12345678-00003003;HUF;2019. 02. 10.;2039. 02. 01.;13941000;98955,3;0,06;14000000;3185;LETET;10930000;HUF;2019. 02. 10.;2020. 02. 25.
9800;V;Szabo9800 Kft;Budapest;;10000000;4;12345678-12345678-00003003;HUF;2019. 02. 10.;2039. 02. 01.;13941000;98955,3;0,06;14000000;3186;LETET;4910000;EUR;2019. 02. 10.;2020. 12. 28.
1344;V;Kovacs1344 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003006;USD;2018. 06. 25.;2038. 06. 01.;8824930;63748,2;0,06;9000000;3187;INGATLAN;10800000;USD;2018. 06. 25.;
1344;V;Kovacs1344 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003006;USD;2018. 06. 25.;2038. 06. 01.;8824930;63748,2;0,06;9000000;3188;ALL_GAR;900000;USD;2018. 06. 25.;2038. 06. 01.
183;L;Kovacs;Budapest;1600000;;2;12345678-12345678-00003009;HUF;2018. 10. 24.;2038. 10. 01.;12860900;92080,7;0,06;13000000;3189;INGATLAN;15600000;HUF;2018. 10. 24.;
183;L;Kovacs;Budapest;1600000;;2;12345678-12345678-00003009;HUF;2018. 10. 24.;2038. 10. 01.;12860900;92080,7;0,06;13000000;3190;ALL_GAR;1300000;HUF;2018. 10. 24.;2038. 10. 01.
748;L;Nagy;Megyeszekhely;1200000;;2;12345678-12345678-00003012;HUF;2018. 03. 31.;2038. 03. 01.;9738670;70831,3;0,06;10000000;3191;INGATLAN;12000000;HUF;2018. 03. 31.;
748;L;Nagy;Megyeszekhely;1200000;;2;12345678-12345678-00003012;HUF;2018. 03. 31.;2038. 03. 01.;9738670;70831,3;0,06;10000000;3192;ALL_GAR;1000000;HUF;2018. 03. 31.;2038. 03. 01.
748;L;Nagy;Megyeszekhely;1200000;;2;12345678-12345678-00003012;HUF;2018. 03. 31.;2038. 03. 01.;9738670;70831,3;0,06;10000000;3193;LETET;1970000;HUF;2018. 03. 31.;2019. 07. 28.
748;L;Nagy;Megyeszekhely;1200000;;2;12345678-12345678-00003012;HUF;2018. 03. 31.;2038. 03. 01.;9738670;70831,3;0,06;10000000;3194;LETET;6890000;HUF;2018. 03. 31.;2020. 10. 19.
748;L;Nagy;Megyeszekhely;1200000;;2;12345678-12345678-00003012;HUF;2018. 03. 31.;2038. 03. 01.;9738670;70831,3;0,06;10000000;3195;KEZESSEG;9390000;HUF;2018. 03. 31.;
4339;V;Kovacs4339 Kft;Egyeb;;20000000;5;12345678-12345678-00003015;EUR;2017. 02. 26.;2037. 02. 01.;6606130;49581,9;0,06;7000000;3196;INGATLAN;8400000;HUF;2017. 02. 26.;
4339;V;Kovacs4339 Kft;Egyeb;;20000000;5;12345678-12345678-00003015;EUR;2017. 02. 26.;2037. 02. 01.;6606130;49581,9;0,06;7000000;3197;ALL_GAR;700000;USD;2017. 02. 26.;2037. 02. 01.
4339;V;Kovacs4339 Kft;Egyeb;;20000000;5;12345678-12345678-00003015;EUR;2017. 02. 26.;2037. 02. 01.;6606130;49581,9;0,06;7000000;3198;LETET;750000;HUF;2017. 02. 26.;2021. 03. 09.
4339;V;Kovacs4339 Kft;Egyeb;;20000000;5;12345678-12345678-00003015;EUR;2017. 02. 26.;2037. 02. 01.;6606130;49581,9;0,06;7000000;3199;KEZESSEG;4910000;HUF;2017. 02. 26.;
4339;V;Kovacs4339 Kft;Egyeb;;20000000;5;12345678-12345678-00003015;EUR;2017. 02. 26.;2037. 02. 01.;6606130;49581,9;0,06;7000000;3200;KEZESSEG;840000;EUR;2017. 02. 26.;
9728;L;Szabo;Megyeszekhely;1100000;;2;12345678-12345678-00003021;HUF;2018. 03. 19.;2038. 03. 01.;7790930;56665,1;0,06;8000000;3204;INGATLAN;9600000;HUF;2018. 03. 19.;
9728;L;Szabo;Megyeszekhely;1100000;;2;12345678-12345678-00003021;HUF;2018. 03. 19.;2038. 03. 01.;7790930;56665,1;0,06;8000000;3205;ALL_GAR;800000;HUF;2018. 03. 19.;2038. 03. 01.
9728;L;Szabo;Megyeszekhely;1100000;;2;12345678-12345678-00003021;HUF;2018. 03. 19.;2038. 03. 01.;7790930;56665,1;0,06;8000000;3206;KEZESSEG;2470000;HUF;2018. 03. 19.;
9728;L;Szabo;Megyeszekhely;1100000;;2;12345678-12345678-00003021;HUF;2018. 03. 19.;2038. 03. 01.;7790930;56665,1;0,06;8000000;3207;BANK_GAR;1840000;HUF;2018. 03. 19.;
7153;V;Nagy7153 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003024;HUF;2018. 04. 05.;2038. 04. 01.;10714600;77750,6;0,06;11000000;3208;INGATLAN;13200000;HUF;2018. 04. 05.;
7153;V;Nagy7153 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003024;HUF;2018. 04. 05.;2038. 04. 01.;10714600;77750,6;0,06;11000000;3209;ALL_GAR;1100000;USD;2018. 04. 05.;2038. 04. 01.
7153;V;Nagy7153 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003024;HUF;2018. 04. 05.;2038. 04. 01.;10714600;77750,6;0,06;11000000;3210;LETET;8530000;HUF;2018. 04. 05.;2020. 09. 13.
7153;V;Nagy7153 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003024;HUF;2018. 04. 05.;2038. 04. 01.;10714600;77750,6;0,06;11000000;3211;KEZESSEG;3490000;HUF;2018. 04. 05.;
7153;V;Nagy7153 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00003024;HUF;2018. 04. 05.;2038. 04. 01.;10714600;77750,6;0,06;11000000;3212;KEZESSEG;7680000;HUF;2018. 04. 05.;
4379;L;Szabo;Budapest;1800000;;3;12345678-12345678-00003027;HUF;2018. 10. 29.;2038. 10. 01.;9893010;70831,3;0,06;10000000;3213;INGATLAN;12000000;HUF;2018. 10. 29.;
4379;L;Szabo;Budapest;1800000;;3;12345678-12345678-00003027;HUF;2018. 10. 29.;2038. 10. 01.;9893010;70831,3;0,06;10000000;3214;ALL_GAR;1000000;HUF;2018. 10. 29.;2038. 10. 01.
4379;L;Szabo;Budapest;1800000;;3;12345678-12345678-00003027;HUF;2018. 10. 29.;2038. 10. 01.;9893010;70831,3;0,06;10000000;3215;BANK_GAR;3860000;HUF;2018. 10. 29.;
4379;L;Szabo;Budapest;1800000;;3;12345678-12345678-00003027;HUF;2018. 10. 29.;2038. 10. 01.;9893010;70831,3;0,06;10000000;3216;KEZESSEG;4580000;HUF;2018. 10. 29.;
4379;L;Szabo;Budapest;1800000;;3;12345678-12345678-00003027;HUF;2018. 10. 29.;2038. 10. 01.;9893010;70831,3;0,06;10000000;3217;KEZESSEG;8930000;HUF;2018. 10. 29.;
4379;L;Szabo;Budapest;1800000;;3;12345678-12345678-00003027;HUF;2018. 10. 29.;2038. 10. 01.;9893010;70831,3;0,06;10000000;3218;KEZESSEG;5460000;HUF;2018. 10. 29.;
424;L;Nagy;Budapest;1100000;;2;12345678-12345678-00003033;HUF;2019. 04. 03.;2039. 04. 01.;8000000;56545,9;0,06;8000000;3223;INGATLAN;9600000;HUF;2019. 04. 03.;
424;L;Nagy;Budapest;1100000;;2;12345678-12345678-00003033;HUF;2019. 04. 03.;2039. 04. 01.;8000000;56545,9;0,06;8000000;3224;ALL_GAR;800000;HUF;2019. 04. 03.;2039. 04. 01.
424;L;Nagy;Budapest;1100000;;2;12345678-12345678-00003033;HUF;2019. 04. 03.;2039. 04. 01.;8000000;56545,9;0,06;8000000;3225;KEZESSEG;6120000;HUF;2019. 04. 03.;
9026;L;Kovacs;Budapest;1100000;;3;12345678-12345678-00003036;EUR;2016. 11. 25.;2036. 11. 01.;6555480;49581,9;0,06;7000000;3226;INGATLAN;8400000;HUF;2016. 11. 25.;
9026;L;Kovacs;Budapest;1100000;;3;12345678-12345678-00003036;EUR;2016. 11. 25.;2036. 11. 01.;6555480;49581,9;0,06;7000000;3227;ALL_GAR;700000;HUF;2016. 11. 25.;2036. 11. 01.
9026;L;Kovacs;Budapest;1100000;;3;12345678-12345678-00003036;EUR;2016. 11. 25.;2036. 11. 01.;6555480;49581,9;0,06;7000000;3228;BANK_GAR;850000;HUF;2016. 11. 25.;
9026;L;Kovacs;Budapest;1100000;;3;12345678-12345678-00003036;EUR;2016. 11. 25.;2036. 11. 01.;6555480;49581,9;0,06;7000000;3229;BANK_GAR;6580000;HUF;2016. 11. 25.;
4608;L;Szabo;Budapest;1600000;;2;12345678-12345678-00003039;USD;2019. 02. 27.;2039. 02. 01.;11974600;84997,6;0,06;12000000;3230;INGATLAN;14400000;USD;2019. 02. 27.;
4608;L;Szabo;Budapest;1600000;;2;12345678-12345678-00003039;USD;2019. 02. 27.;2039. 02. 01.;11974600;84997,6;0,06;12000000;3231;ALL_GAR;1200000;USD;2019. 02. 27.;2039. 02. 01.
5398;L;Nagy;Budapest;1100000;;2;12345678-12345678-00003042;HUF;2018. 06. 10.;2038. 06. 01.;5870910;42409,4;0,06;6000000;3232;INGATLAN;7200000;HUF;2018. 06. 10.;
5398;L;Nagy;Budapest;1100000;;2;12345678-12345678-00003042;HUF;2018. 06. 10.;2038. 06. 01.;5870910;42409,4;0,06;6000000;3233;ALL_GAR;600000;HUF;2018. 06. 10.;2038. 06. 01.
5398;L;Nagy;Budapest;1100000;;2;12345678-12345678-00003042;HUF;2018. 06. 10.;2038. 06. 01.;5870910;42409,4;0,06;6000000;3234;KEZESSEG;2440000;HUF;2018. 06. 10.;
5823;L;Kiss;Egyeb;1800000;;3;12345678-12345678-00003045;HUF;2016. 09. 04.;2036. 09. 01.;10226200;77750,6;0,06;11000000;3235;INGATLAN;13200000;HUF;2016. 09. 04.;
5823;L;Kiss;Egyeb;1800000;;3;12345678-12345678-00003045;HUF;2016. 09. 04.;2036. 09. 01.;10226200;77750,6;0,06;11000000;3236;ALL_GAR;1100000;HUF;2016. 09. 04.;2036. 09. 01.
8027;L;Kovacs;Egyeb;1500000;;2;12345678-12345678-00003051;HUF;2017. 09. 17.;2037. 09. 01.;6721410;49581,9;0,06;7000000;3237;INGATLAN;8400000;HUF;2017. 09. 17.;
8027;L;Kovacs;Egyeb;1500000;;2;12345678-12345678-00003051;HUF;2017. 09. 17.;2037. 09. 01.;6721410;49581,9;0,06;7000000;3238;ALL_GAR;700000;HUF;2017. 09. 17.;2037. 09. 01.
7313;V;Szabo7313 Kft;Egyeb;;19000000;2;12345678-12345678-00003054;EUR;2016. 08. 12.;2036. 08. 01.;12946200;98955,3;0,06;14000000;3239;INGATLAN;16800000;HUF;2016. 08. 12.;
7313;V;Szabo7313 Kft;Egyeb;;19000000;2;12345678-12345678-00003054;EUR;2016. 08. 12.;2036. 08. 01.;12946200;98955,3;0,06;14000000;3240;ALL_GAR;1400000;HUF;2016. 08. 12.;2036. 08. 01.
7313;V;Szabo7313 Kft;Egyeb;;19000000;2;12345678-12345678-00003054;EUR;2016. 08. 12.;2036. 08. 01.;12946200;98955,3;0,06;14000000;3241;LETET;2510000;HUF;2016. 08. 12.;2019. 04. 18.
7313;V;Szabo7313 Kft;Egyeb;;19000000;2;12345678-12345678-00003054;EUR;2016. 08. 12.;2036. 08. 01.;12946200;98955,3;0,06;14000000;3242;KEZESSEG;9490000;HUF;2016. 08. 12.;
1835;V;Kiss1835 Kft;Egyeb;;20000000;3;12345678-12345678-00003057;HUF;2017. 12. 02.;2037. 12. 01.;5790300;42409,4;0,06;6000000;3243;INGATLAN;7200000;HUF;2017. 12. 02.;
1835;V;Kiss1835 Kft;Egyeb;;20000000;3;12345678-12345678-00003057;HUF;2017. 12. 02.;2037. 12. 01.;5790300;42409,4;0,06;6000000;3244;ALL_GAR;600000;HUF;2017. 12. 02.;2037. 12. 01.
1835;V;Kiss1835 Kft;Egyeb;;20000000;3;12345678-12345678-00003057;HUF;2017. 12. 02.;2037. 12. 01.;5790300;42409,4;0,06;6000000;3245;KEZESSEG;570000;HUF;2017. 12. 02.;
1835;V;Kiss1835 Kft;Egyeb;;20000000;3;12345678-12345678-00003057;HUF;2017. 12. 02.;2037. 12. 01.;5790300;42409,4;0,06;6000000;3246;BANK_GAR;4720000;HUF;2017. 12. 02.;
1835;V;Kiss1835 Kft;Egyeb;;20000000;3;12345678-12345678-00003057;HUF;2017. 12. 02.;2037. 12. 01.;5790300;42409,4;0,06;6000000;3247;KEZESSEG;1480000;HUF;2017. 12. 02.;
1835;V;Kiss1835 Kft;Egyeb;;20000000;3;12345678-12345678-00003057;HUF;2017. 12. 02.;2037. 12. 01.;5790300;42409,4;0,06;6000000;3248;KEZESSEG;1770000;HUF;2017. 12. 02.;
4143;L;Szabo;Budapest;1300000;;3;12345678-12345678-00003069;EUR;2016. 09. 19.;2036. 09. 01.;10247700;77914,5;0,06;11000000;3256;INGATLAN;13200000;HUF;2016. 09. 19.;
4143;L;Szabo;Budapest;1300000;;3;12345678-12345678-00003069;EUR;2016. 09. 19.;2036. 09. 01.;10247700;77914,5;0,06;11000000;3257;ALL_GAR;1100000;EUR;2016. 09. 19.;2036. 09. 01.
4143;L;Szabo;Budapest;1300000;;3;12345678-12345678-00003069;EUR;2016. 09. 19.;2036. 09. 01.;10247700;77914,5;0,06;11000000;3258;KEZESSEG;3290000;HUF;2016. 09. 19.;
4143;L;Szabo;Budapest;1300000;;3;12345678-12345678-00003069;EUR;2016. 09. 19.;2036. 09. 01.;10247700;77914,5;0,06;11000000;3259;LETET;8500000;HUF;2016. 09. 19.;2020. 03. 12.
4143;L;Szabo;Budapest;1300000;;3;12345678-12345678-00003069;EUR;2016. 09. 19.;2036. 09. 01.;10247700;77914,5;0,06;11000000;3260;LETET;9430000;HUF;2016. 09. 19.;2020. 08. 14.
4143;L;Szabo;Budapest;1300000;;3;12345678-12345678-00003069;EUR;2016. 09. 19.;2036. 09. 01.;10247700;77914,5;0,06;11000000;3261;KEZESSEG;940000;HUF;2016. 09. 19.;
270;V;Nagy270 Kft;Budapest;;13000000;3;12345678-12345678-00003072;EUR;2017. 05. 31.;2037. 05. 01.;4754310;35415,7;0,06;5000000;3262;INGATLAN;6000000;EUR;2017. 05. 31.;
270;V;Nagy270 Kft;Budapest;;13000000;3;12345678-12345678-00003072;EUR;2017. 05. 31.;2037. 05. 01.;4754310;35415,7;0,06;5000000;3263;ALL_GAR;500000;EUR;2017. 05. 31.;2037. 05. 01.
270;V;Nagy270 Kft;Budapest;;13000000;3;12345678-12345678-00003072;EUR;2017. 05. 31.;2037. 05. 01.;4754310;35415,7;0,06;5000000;3264;LETET;1580000;HUF;2017. 05. 31.;2020. 04. 17.
270;V;Nagy270 Kft;Budapest;;13000000;3;12345678-12345678-00003072;EUR;2017. 05. 31.;2037. 05. 01.;4754310;35415,7;0,06;5000000;3265;BANK_GAR;3610000;HUF;2017. 05. 31.;
270;V;Nagy270 Kft;Budapest;;13000000;3;12345678-12345678-00003072;EUR;2017. 05. 31.;2037. 05. 01.;4754310;35415,7;0,06;5000000;3266;KEZESSEG;550000;HUF;2017. 05. 31.;
270;V;Nagy270 Kft;Budapest;;13000000;3;12345678-12345678-00003072;EUR;2017. 05. 31.;2037. 05. 01.;4754310;35415,7;0,06;5000000;3267;KEZESSEG;4460000;HUF;2017. 05. 31.;
3171;V;Kovacs3171 Kft;Megyeszekhely;;16000000;3;12345678-12345678-00003075;USD;2017. 08. 03.;2037. 08. 01.;10514600;77750,6;0,06;11000000;3268;INGATLAN;13200000;USD;2017. 08. 03.;
3171;V;Kovacs3171 Kft;Megyeszekhely;;16000000;3;12345678-12345678-00003075;USD;2017. 08. 03.;2037. 08. 01.;10514600;77750,6;0,06;11000000;3269;ALL_GAR;1100000;USD;2017. 08. 03.;2037. 08. 01.
3171;V;Kovacs3171 Kft;Megyeszekhely;;16000000;3;12345678-12345678-00003075;USD;2017. 08. 03.;2037. 08. 01.;10514600;77750,6;0,06;11000000;3270;KEZESSEG;3710000;HUF;2017. 08. 03.;
3171;V;Kovacs3171 Kft;Megyeszekhely;;16000000;3;12345678-12345678-00003075;USD;2017. 08. 03.;2037. 08. 01.;10514600;77750,6;0,06;11000000;3271;KEZESSEG;9540000;HUF;2017. 08. 03.;
3479;V;Szabo3479 Kft;Budapest;;17000000;4;12345678-12345678-00003078;HUF;2018. 08. 21.;2038. 08. 01.;13789200;99163,9;0,06;14000000;3272;INGATLAN;16800000;HUF;2018. 08. 21.;
3479;V;Szabo3479 Kft;Budapest;;17000000;4;12345678-12345678-00003078;HUF;2018. 08. 21.;2038. 08. 01.;13789200;99163,9;0,06;14000000;3273;ALL_GAR;1400000;HUF;2018. 08. 21.;2038. 08. 01.
3479;V;Szabo3479 Kft;Budapest;;17000000;4;12345678-12345678-00003078;HUF;2018. 08. 21.;2038. 08. 01.;13789200;99163,9;0,06;14000000;3274;BANK_GAR;10300000;HUF;2018. 08. 21.;
3479;V;Szabo3479 Kft;Budapest;;17000000;4;12345678-12345678-00003078;HUF;2018. 08. 21.;2038. 08. 01.;13789200;99163,9;0,06;14000000;3275;BANK_GAR;7930000;HUF;2018. 08. 21.;
3479;V;Szabo3479 Kft;Budapest;;17000000;4;12345678-12345678-00003078;HUF;2018. 08. 21.;2038. 08. 01.;13789200;99163,9;0,06;14000000;3276;BANK_GAR;12530000;HUF;2018. 08. 21.;
3479;V;Szabo3479 Kft;Budapest;;17000000;4;12345678-12345678-00003078;HUF;2018. 08. 21.;2038. 08. 01.;13789200;99163,9;0,06;14000000;3277;KEZESSEG;6800000;HUF;2018. 08. 21.;
525;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003084;HUF;2017. 07. 12.;2037. 07. 01.;6674810;49477,6;0,06;7000000;3280;INGATLAN;8400000;HUF;2017. 07. 12.;
525;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003084;HUF;2017. 07. 12.;2037. 07. 01.;6674810;49477,6;0,06;7000000;3281;ALL_GAR;700000;HUF;2017. 07. 12.;2037. 07. 01.
525;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003084;HUF;2017. 07. 12.;2037. 07. 01.;6674810;49477,6;0,06;7000000;3282;LETET;200000;HUF;2017. 07. 12.;2021. 07. 06.
525;L;Kovacs;Megyeszekhely;1800000;;3;12345678-12345678-00003084;HUF;2017. 07. 12.;2037. 07. 01.;6674810;49477,6;0,06;7000000;3283;BANK_GAR;5450000;HUF;2017. 07. 12.;
9927;V;Szabo9927 Kft;Varos;;17000000;2;12345678-12345678-00003090;HUF;2018. 03. 18.;2038. 03. 01.;10712500;77914,5;0,06;11000000;3287;INGATLAN;13200000;HUF;2018. 03. 18.;
9927;V;Szabo9927 Kft;Varos;;17000000;2;12345678-12345678-00003090;HUF;2018. 03. 18.;2038. 03. 01.;10712500;77914,5;0,06;11000000;3288;ALL_GAR;1100000;HUF;2018. 03. 18.;2038. 03. 01.
9927;V;Szabo9927 Kft;Varos;;17000000;2;12345678-12345678-00003090;HUF;2018. 03. 18.;2038. 03. 01.;10712500;77914,5;0,06;11000000;3289;KEZESSEG;4780000;HUF;2018. 03. 18.;
9927;V;Szabo9927 Kft;Varos;;17000000;2;12345678-12345678-00003090;HUF;2018. 03. 18.;2038. 03. 01.;10712500;77914,5;0,06;11000000;3290;LETET;3370000;HUF;2018. 03. 18.;2020. 10. 04.
9927;V;Szabo9927 Kft;Varos;;17000000;2;12345678-12345678-00003090;HUF;2018. 03. 18.;2038. 03. 01.;10712500;77914,5;0,06;11000000;3291;LETET;840000;HUF;2018. 03. 18.;2021. 02. 08.
9927;V;Szabo9927 Kft;Varos;;17000000;2;12345678-12345678-00003090;HUF;2018. 03. 18.;2038. 03. 01.;10712500;77914,5;0,06;11000000;3292;LETET;3810000;HUF;2018. 03. 18.;2019. 04. 30.
7006;L;Kovacs;Varos;1400000;;5;12345678-12345678-00003093;HUF;2017. 10. 30.;2037. 10. 01.;10587600;77914,5;0,06;11000000;3293;INGATLAN;13200000;HUF;2017. 10. 30.;
7006;L;Kovacs;Varos;1400000;;5;12345678-12345678-00003093;HUF;2017. 10. 30.;2037. 10. 01.;10587600;77914,5;0,06;11000000;3294;ALL_GAR;1100000;HUF;2017. 10. 30.;2037. 10. 01.
7006;L;Kovacs;Varos;1400000;;5;12345678-12345678-00003093;HUF;2017. 10. 30.;2037. 10. 01.;10587600;77914,5;0,06;11000000;3295;KEZESSEG;6530000;HUF;2017. 10. 30.;
7006;L;Kovacs;Varos;1400000;;5;12345678-12345678-00003093;HUF;2017. 10. 30.;2037. 10. 01.;10587600;77914,5;0,06;11000000;3296;BANK_GAR;5120000;HUF;2017. 10. 30.;
7006;L;Kovacs;Varos;1400000;;5;12345678-12345678-00003093;HUF;2017. 10. 30.;2037. 10. 01.;10587600;77914,5;0,06;11000000;3297;LETET;10770000;HUF;2017. 10. 30.;2021. 10. 06.
